lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
57,1,85.85,3,30,4,4,0,0,0,1
15,0,88.0,3,10,4,4,2,3,0,0
81,1,67.5,3,9,4,3,0,3,0,1
107,0,117.28,11,6,4,2,2,0,3,1
183,1,96.3,10,20,4,3,1,0,0,1
0,1,129.0,6,22,4,1,0,3,0,1
20,0,110.0,5,26,0,1,0,0,3,0
30,0,143.55,9,24,4,1,1,0,3,1
104,0,97.33,4,28,4,3,1,0,0,0
43,0,126.9,5,9,4,2,1,0,0,0
7,0,71.7,3,7,3,5,2,0,0,1
23,2,115.9,12,30,4,4,2,0,3,1
61,1,78.9,2,29,4,2,1,0,0,0
81,1,146.6,11,6,4,2,2,0,3,1
24,1,58.0,12,24,3,3,2,0,0,1
4,1,87.63,11,18,4,2,2,3,0,1
55,0,63.0,3,13,3,0,2,0,0,1
4,1,153.0,8,27,4,1,0,0,5,1
66,1,106.5,11,10,4,3,0,3,0,1
77,1,80.3,2,19,4,2,1,0,0,1
5,0,191.0,8,6,4,1,2,0,3,1
39,1,107.1,7,1,4,1,0,3,0,1
82,1,117.9,8,5,4,2,2,0,0,1
21,0,46.67,11,3,3,3,0,0,3,1
150,1,109.8,8,27,4,1,0,0,3,1
14,0,65.0,4,29,3,1,0,0,0,1
144,1,92.55,5,25,4,4,1,0,3,1
75,0,75.0,11,29,3,5,0,0,0,1
89,0,150.3,8,23,4,5,0,0,3,0
6,0,88.2,4,7,2,1,0,0,0,1
16,1,103.36,9,27,4,3,0,3,0,1
81,2,125.1,8,16,4,1,0,3,0,1
319,0,63.75,11,29,4,4,0,3,0,0
59,0,80.0,1,28,3,1,0,0,0,1
3,2,81.6,12,12,4,3,1,0,0,1
249,0,80.75,10,22,4,2,2,0,0,0
14,0,105.0,7,21,2,2,0,0,0,0
159,0,114.3,8,8,4,2,1,0,0,0
132,0,89.76,10,7,3,2,1,0,0,1
79,0,70.0,1,10,3,2,2,0,0,1
5,0,106.0,5,4,2,2,0,0,4,1
130,1,90.95,6,28,4,5,0,0,0,0
79,1,86.4,12,22,4,1,0,0,0,1
47,2,105.5,11,5,4,2,0,0,1,1
62,0,109.8,9,4,4,0,1,0,0,0
111,1,76.5,7,6,4,2,1,0,0,0
8,2,126.0,9,20,4,1,2,0,0,1
32,0,161.33,10,15,4,1,2,0,3,0
185,3,116.77,5,6,4,2,0,0,0,1
61,1,89.75,4,30,3,1,1,0,0,1
132,0,137.7,8,2,4,3,0,0,3,0
12,0,68.0,11,2,3,5,1,0,0,1
2,2,89.0,5,9,4,0,1,3,0,1
64,0,85.0,5,10,3,4,0,3,0,1
77,1,100.97,12,31,4,4,2,0,0,1
162,0,135.0,5,11,4,3,0,0,3,0
63,1,94.5,7,25,4,3,1,3,0,1
2,1,65.0,12,14,2,2,0,0,0,1
30,1,137.83,11,7,4,3,1,3,0,1
25,2,109.0,5,22,4,1,2,3,0,1
18,0,107.0,12,6,4,0,2,0,0,1
127,2,113.05,5,21,4,2,2,0,3,1
16,0,87.3,1,24,4,1,2,0,0,1
38,0,171.0,3,23,4,2,0,0,5,0
3,0,80.0,1,30,4,2,2,0,0,1
46,2,126.9,5,7,4,1,2,0,0,1
24,3,94.35,6,12,4,0,2,0,0,1
6,0,65.0,7,26,2,3,0,0,0,1
183,1,110.0,9,8,4,3,0,0,0,0
88,0,71.0,10,7,2,2,0,0,0,1
443,0,65.0,4,29,4,1,0,0,0,0
4,0,96.0,5,29,3,0,1,0,0,1
9,0,58.0,2,8,3,2,1,3,0,1
132,2,114.75,7,13,4,4,2,0,0,1
34,0,98.1,6,19,4,1,2,3,0,0
5,0,100.0,9,20,2,0,2,0,0,1
157,2,102.86,10,22,4,5,2,0,0,0
3,1,145.0,9,21,4,3,1,0,0,1
275,0,62.8,6,4,3,1,1,0,0,0
97,1,62.0,12,29,3,3,0,0,0,1
36,1,100.0,10,28,3,2,1,0,0,1
0,1,170.0,8,9,4,5,1,0,0,1
41,0,105.3,4,12,4,3,0,0,0,1
42,0,65.0,9,15,2,3,0,0,0,1
71,1,90.95,3,18,4,2,2,0,0,1
19,0,69.0,12,5,4,3,2,0,0,1
14,1,141.0,4,29,4,1,0,0,0,1
3,1,201.0,8,1,4,0,1,0,5,1
225,0,71.91,12,29,4,3,2,3,0,0
167,0,72.25,8,18,3,4,2,0,0,1
54,0,119.7,7,2,4,5,2,0,0,0
87,1,89.25,9,18,4,2,1,0,0,1
57,2,79.2,12,1,4,1,0,3,0,1
131,0,94.5,5,12,4,2,0,3,0,0
86,0,83.3,10,29,4,2,2,0,0,1
50,2,135.9,8,16,4,3,0,0,0,1
70,2,137.7,4,9,4,1,2,0,3,1
199,1,98.1,10,1,4,1,1,3,0,1
10,0,169.0,7,24,4,0,1,0,0,0
44,0,131.4,11,21,4,0,1,0,4,1
110,0,89.25,4,30,4,2,2,3,0,0
49,0,159.3,7,20,4,2,0,0,3,0
7,0,56.0,3,2,3,2,0,0,3,1
5,0,65.0,9,2,2,1,0,0,0,1
32,0,0.0,11,20,4,2,0,0,0,1
69,0,71.4,9,30,3,1,0,0,0,1
58,1,153.85,3,28,4,2,1,0,5,1
141,1,163.8,9,23,4,2,0,0,3,1
1,1,73.92,4,15,4,1,0,0,0,1
198,1,90.95,7,18,4,3,1,0,0,1
123,1,143.1,9,20,4,5,1,0,3,0
59,1,75.0,11,14,3,2,1,0,0,1
32,0,79.2,11,19,4,1,0,3,0,1
5,2,78.0,12,21,4,1,0,3,0,1
17,1,107.7,2,19,4,7,3,0,3,0
4,1,149.0,9,6,4,5,0,3,0,1
298,1,79.59,10,9,4,5,2,0,3,1
44,0,75.0,11,2,3,2,0,0,0,1
66,1,135.0,10,6,4,3,0,0,0,0
5,0,77.0,11,28,2,0,1,0,0,1
60,0,74.8,12,23,4,2,2,3,0,0
33,2,161.1,7,17,4,3,2,0,3,1
0,0,138.67,10,1,4,3,0,0,0,1
63,1,105.3,4,22,4,2,1,0,0,0
8,0,54.75,9,9,3,4,0,0,0,1
95,1,132.6,5,19,4,3,1,0,3,1
37,3,90.9,10,19,4,3,1,0,0,1
127,0,103.5,7,7,4,3,0,3,0,0
132,0,114.75,7,14,4,4,2,0,0,0
1,1,95.48,6,22,4,1,0,3,0,1
85,0,97.75,3,24,4,3,2,0,3,0
41,2,145.2,10,15,4,1,2,0,3,1
57,1,64.37,11,11,4,2,1,3,0,1
47,0,92.0,11,11,4,1,0,0,0,1
53,3,194.4,12,31,4,3,2,1,3,1
13,1,141.33,3,28,4,2,1,0,0,1
22,0,109.0,12,3,3,1,2,0,0,1
51,0,60.0,11,14,3,1,2,0,3,1
58,1,102.15,10,31,4,1,1,0,0,1
100,0,136.0,5,19,4,3,1,0,0,0
3,0,88.0,11,28,2,0,1,0,0,1
0,2,111.65,9,21,4,3,1,0,0,1
156,0,121.5,7,25,4,2,1,0,0,0
106,1,118.8,10,7,4,2,1,0,0,0
303,1,78.0,8,19,3,3,2,0,0,1
63,3,72.25,10,27,4,5,0,0,0,1
47,0,135.0,10,11,4,2,0,0,0,1
228,1,118.9,8,16,4,3,0,0,0,0
37,1,105.4,6,19,3,3,2,0,0,1
43,0,68.0,3,25,3,2,1,0,0,1
18,0,156.0,5,13,4,2,0,0,3,0
237,1,86.5,8,5,4,2,0,0,1,0
14,2,184.0,9,22,4,1,0,0,3,1
118,0,183.3,7,29,4,2,1,0,5,0
3,0,98.8,9,7,3,1,1,0,0,1
16,0,75.0,3,11,2,1,0,0,0,1
80,0,126.9,5,14,4,1,2,0,0,0
2,1,67.0,12,14,2,2,0,0,0,1
0,0,138.0,8,17,4,1,0,0,0,1
109,0,76.5,7,16,4,1,0,0,0,0
235,2,103.7,10,19,4,4,1,0,3,0
19,1,117.0,10,6,4,3,0,0,3,1
56,0,185.0,9,25,3,2,1,0,0,1
2,0,86.28,8,23,4,5,2,3,0,1
224,1,65.0,10,2,3,2,1,0,0,1
59,1,126.0,10,16,4,2,2,0,0,1
60,1,83.3,2,26,4,2,1,0,0,1
63,0,168.3,8,9,4,3,0,0,3,1
87,1,82.45,4,7,4,3,1,0,0,1
31,0,67.5,2,5,4,2,0,3,0,0
256,0,115.0,6,15,4,2,0,1,0,0
15,1,175.0,8,14,4,0,1,0,3,1
129,2,80.75,5,13,3,2,1,0,0,1
53,1,122.4,6,18,4,4,2,0,3,0
159,1,119.85,5,26,4,3,0,0,0,0
66,0,150.45,5,1,4,2,2,0,3,1
47,0,120.0,4,28,4,3,0,0,0,1
28,0,100.0,5,19,2,2,0,0,0,0
1,1,146.7,7,10,4,0,1,0,3,1
112,0,90.0,6,2,3,1,0,0,0,1
5,2,90.0,8,24,4,3,1,0,0,1
6,0,152.0,10,1,4,1,1,0,3,1
80,1,94.6,11,4,4,2,1,0,0,1
20,1,108.99,10,3,4,2,1,0,0,1
7,0,106.0,7,6,2,2,0,0,4,1
29,1,96.3,10,13,4,4,0,0,0,1
56,0,126.0,12,2,4,2,0,0,3,0
161,1,63.42,6,28,4,7,2,0,0,1
33,0,98.1,6,9,4,1,0,3,0,0
0,1,96.0,12,1,4,2,0,0,0,1
3,2,98.0,8,22,4,1,1,0,0,1
10,2,173.0,2,27,4,1,1,0,5,1
7,0,84.0,3,11,2,2,0,0,0,1
13,2,75.0,8,7,4,1,0,0,0,1
104,2,142.2,7,21,4,3,1,0,3,1
4,0,95.0,10,25,0,1,0,0,0,1
65,2,93.08,10,29,4,3,1,0,0,1
15,2,140.0,10,21,4,2,0,3,0,1
95,1,119.85,6,10,4,2,2,0,0,1
1,1,108.0,11,18,4,1,0,3,0,1
1,0,75.0,3,8,3,3,0,0,0,1
88,0,106.25,10,22,3,4,2,1,0,1
19,1,94.35,6,12,4,0,1,0,0,1
8,2,99.0,8,13,4,3,0,0,0,1
36,0,115.2,3,24,4,1,0,0,0,0
16,1,98.0,1,15,4,2,1,0,0,1
11,0,203.5,4,24,4,2,2,0,5,0
19,3,158.0,9,23,4,2,0,3,0,1
41,1,65.0,12,27,3,1,0,0,0,1
0,0,141.0,3,24,4,1,0,0,0,1
31,0,94.5,4,24,4,0,1,3,0,0
307,1,158.4,8,14,4,3,2,0,5,0
16,0,95.0,6,16,2,1,0,0,0,1
254,1,100.3,9,29,4,3,1,0,0,0
77,1,107.1,7,5,4,2,0,3,0,1
71,0,126.5,10,22,3,1,1,1,3,1
202,1,96.3,7,9,4,1,1,0,0,1
145,2,148.1,8,8,4,4,1,0,3,1
69,1,110.99,4,14,4,5,2,0,3,0
8,0,151.0,8,6,4,1,2,0,0,0
33,1,104.0,12,8,4,3,0,0,0,1
1,0,6.0,8,5,1,1,0,0,0,1
186,0,80.75,9,2,3,2,2,0,0,1
194,1,105.6,10,8,4,4,2,3,0,0
80,1,93.6,11,19,4,1,2,0,0,1
26,0,140.67,4,27,4,3,0,0,3,0
182,0,98.1,10,12,4,1,0,3,0,0
128,1,132.3,10,18,4,5,1,0,3,1
14,0,105.0,11,16,4,4,0,0,0,0
134,0,94.5,5,17,4,3,0,3,0,0
113,1,108.0,10,13,4,1,0,3,0,0
239,0,92.65,12,26,4,4,1,0,0,0
6,0,96.4,8,21,4,3,2,0,0,1
51,2,187.11,9,16,4,2,2,0,5,1
129,0,80.75,9,11,3,1,2,0,0,1
1,2,90.0,8,8,4,1,1,0,0,1
20,1,99.0,6,12,4,1,2,3,0,1
89,2,104.0,12,10,4,1,1,0,0,1
3,0,76.0,4,7,4,1,0,0,0,1
91,0,73.74,4,4,4,3,1,0,1,1
8,2,126.0,9,16,3,2,1,0,0,1
42,0,144.23,8,29,4,3,1,0,3,0
6,1,79.0,2,20,4,1,0,3,0,1
50,1,94.5,10,18,4,3,2,0,0,1
109,0,152.1,8,24,4,4,0,0,3,0
28,1,87.0,1,4,3,3,1,0,0,1
190,4,132.6,9,2,4,4,2,0,3,1
52,2,148.91,12,29,4,2,0,0,3,1
42,2,216.9,8,20,4,1,1,0,5,1
1,2,135.4,10,10,3,1,1,3,0,1
11,0,85.0,7,25,3,4,1,0,0,1
5,1,95.0,4,4,4,1,1,0,0,1
92,0,90.95,4,7,3,3,1,0,3,1
11,0,65.0,12,15,2,1,0,0,0,1
72,0,95.0,9,21,3,3,0,0,0,1
77,1,115.8,4,18,4,2,1,0,3,1
8,1,91.0,6,23,4,1,0,0,0,1
27,1,151.0,7,8,4,2,0,0,0,1
145,1,105.3,6,28,4,2,0,0,0,1
13,1,202.54,9,12,4,1,1,0,3,0
42,2,168.3,5,12,4,2,0,0,3,1
45,0,79.8,1,23,4,1,1,0,0,1
32,1,65.0,7,4,2,1,1,0,0,1
5,1,119.35,8,21,4,1,2,0,3,1
118,0,119.0,6,6,3,2,1,0,0,1
166,1,99.78,9,30,4,2,0,0,0,1
14,0,99.0,11,10,3,1,0,0,0,1
93,0,170.1,5,8,4,1,2,1,0,1
23,0,85.0,10,9,3,1,2,0,0,1
113,0,72.25,7,15,3,2,2,0,0,1
85,0,140.4,5,26,4,2,0,0,3,0
17,2,151.0,6,30,4,7,2,0,0,1
15,1,165.0,9,1,4,5,0,0,5,0
43,0,106.8,3,17,4,3,0,0,3,1
0,1,100.0,1,25,4,3,1,0,0,1
9,0,95.0,4,11,4,0,1,0,0,0
94,1,96.13,4,8,4,2,2,3,0,1
372,0,93.3,12,28,4,3,0,0,0,0
59,1,80.75,9,20,4,1,2,0,0,1
16,2,105.0,9,4,4,1,0,0,0,1
111,0,60.0,3,23,3,3,0,0,0,1
3,2,156.33,12,1,4,3,0,0,3,1
62,1,111.88,12,23,4,2,1,1,0,1
5,0,134.1,9,6,4,1,0,3,0,0
0,1,0.0,2,25,1,1,0,0,0,1
7,0,65.0,10,12,2,0,1,0,0,1
50,2,93.6,11,18,4,2,1,0,0,1
116,0,150.3,8,22,4,5,1,0,3,0
13,1,75.0,8,7,4,1,0,0,0,1
2,1,95.0,11,4,4,1,0,3,0,1
54,0,85.5,4,18,4,0,1,3,0,0
29,0,76.81,10,4,4,0,2,0,0,1
184,0,152.15,9,4,4,3,2,1,0,0
112,0,131.13,12,27,4,3,0,0,3,0
11,2,90.0,8,28,4,1,0,0,0,1
60,0,71.6,4,11,4,3,1,0,0,1
0,1,50.0,3,10,2,1,0,0,0,1
23,2,148.0,12,30,4,2,0,0,3,1
39,0,85.5,9,4,4,2,2,0,0,1
37,0,65.0,5,8,2,0,1,0,0,1
24,1,127.97,4,10,4,5,2,0,3,0
233,0,90.0,10,14,3,2,1,0,0,0
98,1,78.35,8,14,4,2,2,3,0,1
162,2,121.5,7,25,4,0,1,0,0,0
13,1,119.0,6,28,4,1,0,3,0,1
51,1,132.9,7,18,4,2,1,0,0,1
78,1,107.1,7,17,4,3,2,0,0,1
35,0,93.6,12,20,4,2,0,0,0,0
148,0,130.0,9,14,3,3,0,0,0,0
17,0,109.0,12,24,3,3,1,0,5,1
144,1,106.54,8,18,4,1,0,0,1,1
39,1,88.0,1,10,3,1,2,0,5,1
28,2,143.45,7,8,4,2,2,0,0,1
2,2,89.0,8,21,4,2,2,3,0,1
259,0,65.49,8,22,4,7,3,0,0,0
68,0,164.88,11,2,4,4,1,0,1,0
6,0,85.0,4,3,3,2,2,3,0,1
2,0,169.0,9,21,2,1,0,0,0,0
18,0,156.0,6,11,4,1,0,0,3,0
32,0,95.0,10,10,2,0,1,0,0,1
206,1,109.66,8,13,4,5,2,0,3,0
59,0,177.93,4,26,4,5,1,0,5,0
19,2,74.8,11,24,4,3,1,3,0,1
40,1,106.0,12,16,4,2,0,0,0,1
98,0,91.5,6,26,4,1,2,3,0,0
15,0,113.0,8,29,4,2,1,0,0,1
12,1,152.0,9,17,4,1,0,0,0,0
22,1,139.0,10,25,4,3,0,0,0,1
9,1,77.75,1,29,4,2,0,0,1,1
74,0,139.95,7,11,4,3,1,0,3,0
221,0,80.0,8,12,3,1,0,0,0,0
70,1,72.9,2,26,4,2,0,0,0,0
102,0,126.0,12,6,4,1,0,0,3,1
54,0,90.95,6,20,3,2,1,0,3,1
4,0,68.0,7,16,3,2,2,0,0,0
95,1,82.07,4,27,4,4,0,0,3,0
52,1,140.4,5,15,4,1,2,0,3,1
21,1,123.2,11,10,4,1,0,3,0,1
0,1,109.0,10,1,2,1,0,0,0,1
98,1,98.24,4,26,4,5,2,0,0,1
68,0,135.15,5,7,4,4,2,0,0,0
24,0,89.0,1,6,4,2,0,0,0,1
134,1,71.0,4,19,3,4,0,0,0,1
0,0,95.0,6,20,0,3,1,0,0,1
117,1,99.45,5,13,4,2,2,3,0,1
141,1,94.5,7,14,4,3,0,3,0,1
42,1,158.4,9,27,4,2,0,0,3,1
28,2,207.63,5,20,4,2,1,0,5,1
113,2,85.0,11,27,4,5,2,0,0,1
0,0,210.0,7,13,4,1,0,1,0,0
38,2,88.4,11,27,4,2,2,0,0,1
40,0,126.9,5,21,4,3,2,0,0,0
103,1,168.3,9,13,4,4,0,0,3,0
101,4,100.2,10,24,4,2,1,0,0,1
201,2,119.85,9,8,4,3,1,0,0,0
115,0,58.0,3,26,3,1,2,0,0,1
130,1,153.3,10,31,4,2,1,0,5,1
75,1,79.2,11,12,4,1,1,3,0,1
0,0,65.0,9,13,2,2,0,0,0,1
56,0,0.0,5,3,1,1,0,0,3,1
204,1,98.44,10,2,4,2,2,0,0,1
18,0,99.0,6,12,4,0,2,3,0,0
246,1,58.36,12,27,4,5,2,0,0,0
13,0,102.0,2,3,2,4,0,0,6,1
99,1,132.6,5,23,4,3,1,0,3,1
50,0,71.33,12,31,3,3,0,0,0,1
126,1,76.58,5,4,4,4,0,0,0,1
56,0,58.0,9,17,3,2,0,1,0,1
23,0,159.0,6,1,4,2,0,0,3,0
7,1,119.5,8,20,4,3,1,0,0,0
10,0,95.0,5,29,3,3,2,0,0,1
175,0,72.25,8,3,3,9,3,0,0,1
64,0,75.0,11,18,3,2,1,0,0,1
48,1,105.9,10,1,4,3,0,0,0,1
46,0,143.1,5,8,4,3,2,0,0,0
338,1,90.67,10,7,3,2,1,0,0,1
68,1,60.0,11,30,3,3,1,0,3,1
28,0,130.33,12,31,4,3,0,0,3,0
108,2,140.0,12,25,4,2,2,0,3,1
34,0,100.2,10,7,4,3,0,0,0,1
81,0,134.1,8,12,4,2,1,0,0,0
55,1,131.4,12,30,4,1,0,0,3,1
104,0,75.0,12,3,3,3,0,0,0,1
10,3,157.0,4,25,4,2,1,0,3,1
140,0,114.63,7,31,4,5,2,0,3,1
11,2,109.67,4,16,4,1,2,0,0,1
205,1,90.95,7,5,4,8,2,0,0,0
65,2,80.1,10,28,4,1,0,3,0,1
313,1,91.8,12,1,4,3,0,0,3,0
23,2,57.59,11,25,4,2,2,3,0,1
18,1,61.53,11,20,4,2,2,3,0,1
7,1,86.0,2,4,4,1,0,0,0,1
38,1,91.9,2,22,4,1,1,0,3,1
4,1,205.0,11,9,4,1,0,0,0,1
3,1,83.5,2,25,4,2,0,3,0,1
58,1,86.72,4,25,4,3,1,0,3,1
171,1,105.3,7,14,4,3,0,0,0,0
9,1,81.0,2,17,4,1,0,3,0,1
19,1,170.33,6,2,4,3,0,0,3,1
47,1,125.1,9,9,4,2,0,3,0,1
2,1,249.0,9,2,4,1,0,0,5,1
45,2,118.8,9,1,4,2,0,0,0,1
90,0,90.95,4,15,4,5,2,0,0,0
160,0,119.85,5,27,4,2,0,0,0,0
2,1,82.9,1,12,4,2,0,0,0,1
95,0,90.95,5,16,3,1,1,0,3,1
9,0,70.07,2,24,4,1,0,0,0,0
41,0,68.0,11,27,3,2,2,0,0,1
6,1,108.0,12,12,4,0,1,0,0,1
41,0,82.45,2,4,4,3,0,0,3,0
23,0,72.8,2,10,4,4,0,0,0,0
52,1,122.4,10,1,4,2,2,0,3,1
197,0,137.0,12,21,3,4,1,1,0,1
15,0,111.0,5,29,4,0,2,0,0,0
350,2,91.95,12,26,4,3,1,0,0,0
22,1,141.0,6,17,4,2,0,0,0,1
223,2,90.95,8,30,4,4,0,0,0,0
58,0,137.4,6,3,4,2,1,0,3,0
19,1,91.0,2,12,4,2,0,0,0,0
176,3,169.88,10,24,4,3,1,0,5,1
149,0,85.5,8,26,4,2,2,3,0,0
79,0,89.25,9,18,4,1,0,0,0,0
53,1,167.22,9,26,3,3,2,0,3,1
21,2,162.67,11,11,4,2,1,1,3,1
6,1,97.0,1,16,4,1,1,0,0,1
19,2,89.3,1,29,4,2,1,0,0,1
33,1,0.0,4,18,4,2,1,0,0,1
29,0,120.35,4,19,4,4,0,0,3,0
164,1,88.5,7,19,4,3,0,3,0,1
62,1,63.49,3,13,4,2,2,0,3,1
6,0,127.0,9,11,4,2,1,0,0,0
58,0,81.08,4,24,4,1,2,0,0,1
66,1,105.33,11,12,4,1,2,0,0,0
83,1,76.5,8,5,4,4,1,0,0,1
127,0,99.45,5,6,4,3,2,0,0,1
2,1,98.0,8,10,4,1,1,0,0,0
68,0,121.5,7,24,4,1,2,0,0,0
33,2,197.0,11,7,4,2,1,0,0,1
66,1,63.75,12,23,3,5,2,0,0,1
33,0,1.0,1,25,1,1,1,0,0,1
8,2,90.0,8,13,4,3,0,0,0,1
89,0,137.7,7,25,4,2,1,0,3,0
42,1,107.41,10,2,4,1,2,0,3,1
118,1,118.8,8,2,4,3,0,0,3,1
1,1,89.0,4,16,4,1,0,3,0,1
35,2,71.25,11,26,2,4,2,0,1,1
1,2,159.0,3,24,4,1,0,0,0,1
54,1,160.47,7,27,4,2,0,0,3,1
1,0,100.0,1,27,4,1,0,0,0,1
41,3,120.0,10,28,4,1,0,0,0,1
38,1,81.9,3,11,4,2,2,0,0,0
75,0,123.3,7,11,4,1,1,0,3,0
15,0,145.0,10,6,4,1,0,0,0,0
279,1,80.75,10,10,3,2,1,0,0,1
156,1,128.7,8,28,4,2,2,0,3,0
130,0,137.7,7,27,4,3,0,0,3,1
74,0,68.0,7,23,3,2,2,0,0,1
95,2,76.5,12,18,4,3,2,0,0,1
102,0,80.75,5,29,3,1,2,0,0,1
42,1,91.8,11,2,4,4,0,0,0,1
27,1,89.1,9,25,4,0,2,3,0,0
138,1,139.5,8,9,4,2,0,0,0,1
56,1,72.76,10,15,4,3,0,0,0,0
0,0,0.0,11,18,1,1,0,0,0,1
33,1,125.1,7,23,4,1,2,3,0,1
280,1,94.95,8,12,4,1,0,0,1,0
1,0,94.5,8,22,3,1,2,1,0,1
46,0,123.3,8,30,4,5,1,0,3,0
1,0,70.0,6,17,3,2,1,0,0,1
0,0,147.59,9,16,4,1,0,3,3,1
33,1,119.0,9,26,4,1,1,0,0,1
190,0,109.3,5,6,4,2,2,0,1,0
4,0,65.0,10,18,2,1,2,0,0,1
4,1,102.0,2,7,4,0,2,0,0,1
55,0,94.5,4,12,4,1,0,3,0,1
1,0,102.6,9,30,3,2,0,0,0,1
15,1,65.0,12,27,3,1,0,0,0,1
38,0,159.3,5,10,4,3,0,0,3,0
16,0,70.72,12,22,4,3,2,0,0,1
11,1,110.46,7,24,4,2,2,0,0,1
99,1,107.95,4,27,4,4,2,0,3,1
5,0,65.0,11,8,2,0,1,0,0,1
97,0,173.7,11,16,4,2,0,1,3,0
94,1,146.7,7,8,4,2,2,0,3,1
22,0,75.0,12,18,2,2,0,0,0,1
54,0,49.43,3,1,4,4,0,3,0,1
1,1,80.0,1,29,4,2,0,3,0,1
9,0,66.0,1,24,3,3,2,0,0,1
138,1,109.8,8,5,4,2,0,0,0,1
56,0,85.5,5,9,3,3,1,0,0,1
97,0,80.75,5,16,3,1,1,0,0,1
52,0,73.95,2,4,4,3,2,0,0,0
8,3,111.0,2,21,4,1,2,0,0,1
137,0,76.5,8,16,4,0,1,0,0,1
85,0,108.9,7,3,4,3,2,0,0,0
92,1,63.75,8,6,3,3,0,0,0,1
192,0,19.15,9,25,3,3,2,0,0,0
115,2,151.2,10,9,4,1,2,0,3,0
1,1,210.0,9,22,4,1,0,0,3,1
18,1,140.9,6,2,4,3,1,0,3,1
88,3,125.66,12,28,4,3,0,0,3,1
102,1,121.5,7,26,4,2,0,0,0,0
63,0,140.4,5,28,4,1,2,0,3,0
80,0,79.2,12,7,4,3,0,3,0,0
2,0,87.3,1,15,4,2,0,0,3,1
44,1,74.82,1,29,4,3,2,0,0,1
104,2,123.3,10,25,4,3,0,0,3,1
2,0,94.0,11,2,0,2,0,0,3,1
34,1,170.4,10,8,4,1,2,0,3,0
13,1,87.0,2,18,3,3,0,0,0,1
68,0,49.5,9,29,3,2,0,0,0,1
94,1,132.6,5,17,4,4,0,0,3,1
100,1,91.38,5,2,4,3,1,3,0,1
94,1,125.1,4,28,4,2,0,0,3,1
179,0,179.92,8,15,4,5,1,1,3,0
44,0,150.3,7,1,4,2,0,0,3,0
22,0,119.0,9,26,4,3,1,3,0,0
3,0,120.0,8,17,2,2,1,0,0,0
273,0,106.2,9,30,4,2,1,0,0,0
188,1,105.3,8,3,4,3,0,0,0,0
21,0,375.5,12,30,4,2,0,0,3,1
34,1,124.25,9,18,4,0,2,0,1,1
5,2,92.31,8,17,4,10,3,0,0,0
3,0,55.0,3,27,3,2,2,0,0,1
24,0,74.8,3,17,3,3,0,0,0,1
5,2,166.5,12,2,4,2,0,0,3,1
5,1,187.0,3,25,4,2,0,0,3,1
2,1,105.0,3,9,4,4,0,0,0,1
7,2,104.0,12,4,4,0,2,0,0,1
112,1,65.83,4,8,4,2,0,3,0,1
28,1,134.37,8,21,4,1,2,3,0,1
280,2,78.3,12,6,4,3,0,0,0,0
75,3,149.4,9,14,4,4,0,0,3,1
110,1,108.0,10,12,4,1,0,3,0,0
32,1,96.33,8,20,4,1,0,3,0,1
78,2,114.9,12,27,4,3,0,0,3,1
6,1,88.0,12,12,4,0,1,3,0,1
7,0,174.0,4,21,4,3,0,1,3,1
223,2,89.25,10,4,4,0,2,0,0,0
219,1,76.67,9,4,3,2,1,0,0,1
185,2,128.7,10,20,4,2,0,0,3,0
16,2,163.17,11,6,4,1,2,0,0,1
49,1,73.8,11,11,4,2,0,3,0,0
59,1,127.8,11,18,4,2,0,1,0,0
140,0,140.98,12,27,4,3,0,0,5,0
8,1,40.0,6,15,2,1,0,0,0,1
117,1,97.75,6,28,4,4,0,3,1,1
107,1,118.8,9,5,4,3,1,3,0,0
76,1,237.2,6,17,4,2,2,0,1,1
52,2,158.4,10,17,4,1,1,0,3,1
51,0,69.11,10,12,4,3,1,0,0,1
2,1,106.33,12,6,4,3,0,0,0,1
53,1,88.0,11,4,4,2,0,3,0,0
113,0,85.0,6,30,3,3,1,0,0,0
91,1,168.3,9,4,4,0,2,0,3,1
138,0,94.5,8,22,3,1,2,1,0,0
86,1,192.86,10,20,4,3,0,0,6,1
7,0,83.0,1,4,4,2,1,0,0,1
65,0,98.1,9,6,4,1,0,0,0,1
140,2,103.42,5,28,4,4,2,0,3,1
216,2,96.3,8,27,4,1,2,0,0,1
84,2,168.3,9,13,4,5,0,0,3,1
136,0,178.5,7,13,4,5,2,1,0,1
108,2,123.25,7,5,4,5,1,0,0,0
49,2,84.45,2,6,4,2,2,0,3,1
6,0,77.25,12,20,4,0,1,0,1,1
37,0,125.55,10,2,4,3,2,0,3,0
158,2,151.2,10,9,4,1,2,0,3,0
45,1,112.8,4,17,4,1,2,0,3,0
195,0,158.95,7,18,4,3,1,0,5,0
2,1,102.8,8,19,4,4,1,0,0,1
7,0,112.2,10,5,3,1,1,1,0,1
14,0,76.0,11,25,2,1,0,0,0,1
29,0,90.95,4,14,3,3,0,0,3,1
37,0,71.25,10,29,3,3,1,0,3,1
21,2,160.0,8,21,4,2,2,0,0,1
94,2,65.45,11,23,4,2,1,0,3,1
61,0,105.3,7,23,4,1,1,0,0,0
17,1,88.0,3,9,4,2,0,3,0,1
